"","scenario","region","sector","year","alloc_thous_km2","prod_Mt_EJ","price_1975_usd_perkg_perGJ","tot_price","prod_alloc_a","prod_alloc_b","prod_alloc_r2","prod_alloc_slp_pval","prod_alloc_y","price_prod_a","price_prod_b","price_prod_r2","price_prod_slp_pval","price_prod_y","price_alloc_a","price_alloc_b","price_alloc_r2","price_alloc_slp_pval","price_alloc_y"
"13338","FULL_FDBK","EU-12","Soybean",2100,1.59430956231,0.26144876437,0.209109,54671289.6686463,0.33,-0.036,0.02,0.59708,0.275583082358987,0.29,-0.46873,0.48,0.00133,0.172187221056913,0.35,-0.09374,0.27,0.02654,0.196352109608001
"13339","FULL_FDBK","EU-12","SugarCrop",2015,2.9391673994,19.53838549649,0.0094,183660823.667006,9.7,4.446,0.17,0.09436,22.7686740794734,0,0.00053,0.77,0,0.00979731123265066,0,0.00487,0.54,0.00047,0.00999885073966639
"13340","FULL_FDBK","EU-12","SugarCrop",2020,3.04979152945,20.61701732109,0.00955374,196969623.06119,9.7,4.446,0.17,0.09436,23.2605060053048,0,0.00053,0.77,0,0.0103663674924179,0,0.00487,0.54,0.00047,0.0105372615505427
"13341","FULL_FDBK","EU-12","SugarCrop",2025,3.4544260415,20.12023869231,0.0100985,203184230.434293,9.7,4.446,0.17,0.09436,25.0595002322373,0,0.00053,0.77,0,0.0101042808545323,0,0.00487,0.54,0.00047,0.0125066293154498
"13342","FULL_FDBK","EU-12","SugarCrop",2030,3.46989265466,19.45955329885,0.0102838,200118154.214714,9.7,4.446,0.17,0.09436,25.1282643810097,0,0.00053,0.77,0,0.00975572154976244,0,0.00487,0.54,0.00047,0.0125819057648937
"13343","FULL_FDBK","EU-12","SugarCrop",2035,3.420457270574,19.54401980879,0.0105202,205606997.192433,9.7,4.446,0.17,0.09436,24.9084759844976,0,0.00053,0.77,0,0.00980028373968288,0,0.00487,0.54,0.00047,0.0123413023339814
"13344","FULL_FDBK","EU-12","SugarCrop",2040,3.185920454486,21.53080145209,0.0105505,227160720.720276,9.7,4.446,0.17,0.09436,23.8657315680418,0,0.00053,0.77,0,0.0108484546772776,0,0.00487,0.54,0.00047,0.011199804929453
"13345","FULL_FDBK","EU-12","SugarCrop",2045,3.276901554748,24.28970605118,0.0110975,269555012.90297,9.7,4.446,0.17,0.09436,24.2702311083853,0,0.00053,0.77,0,0.0123039762893856,0,0.00487,0.54,0.00047,0.0116426125514822
"13346","FULL_FDBK","EU-12","SugarCrop",2050,4.165182117099,24.044554857602,0.0131154,315353954.779393,9.7,4.446,0.17,0.09436,28.219502749773,0,0.00053,0.77,0,0.0121746413132489,0,0.00487,0.54,0.00047,0.0159658995020314
"13347","FULL_FDBK","EU-12","SugarCrop",2055,3.390559946245,27.665818129618,0.012169,336665340.819321,9.7,4.446,0.17,0.09436,24.775553279521,0,0.00053,0.77,0,0.0140851194636317,0,0.00487,0.54,0.00047,0.0121957911997674
"13348","FULL_FDBK","EU-12","SugarCrop",2060,3.264367916104,28.835006208284,0.012489,360120392.535259,9.7,4.446,0.17,0.09436,24.2145068859288,0,0.00053,0.77,0,0.0147019506935622,0,0.00487,0.54,0.00047,0.0115816109730517
"13349","FULL_FDBK","EU-12","SugarCrop",2065,3.690024894308,27.744604815071,0.014015,388840636.48322,9.7,4.446,0.17,0.09436,26.1069664355679,0,0.00053,0.77,0,0.0141266851355513,0,0.00487,0.54,0.00047,0.0136532956831269
"13350","FULL_FDBK","EU-12","SugarCrop",2070,3.919506862543,26.675785448672,0.0146852,391739244.470838,9.7,4.446,0.17,0.09436,27.1272371335573,0,0.00053,0.77,0,0.0135628056568095,0,0.00487,0.54,0.00047,0.0147701909983086
"13351","FULL_FDBK","EU-12","SugarCrop",2075,3.45981727468,27.857923480857,0.0141282,393582314.522244,9.7,4.446,0.17,0.09436,25.0834695108778,0,0.00053,0.77,0,0.0141864689233493,0,0.00487,0.54,0.00047,0.0125328686018221
"13352","FULL_FDBK","EU-12","SugarCrop",2080,3.334273003773,29.58922647986,0.0143804,425504912.470979,9.7,4.446,0.17,0.09436,24.525303037529,0,0.00053,0.77,0,0.0150998564080008,0,0.00487,0.54,0.00047,0.0119218410378597
"13353","FULL_FDBK","EU-12","SugarCrop",2085,3.908729599517,29.03657816468,0.0159152,462122948.806515,9.7,4.446,0.17,0.09436,27.0793217101603,0,0.00053,0.77,0,0.0148082944718233,0,0.00487,0.54,0.00047,0.0147177377503397
"13354","FULL_FDBK","EU-12","SugarCrop",2090,3.776720733289,30.043246024927,0.0161207,484318156.194041,9.7,4.446,0.17,0.09436,26.4924138187773,0,0.00053,0.77,0,0.015339384538253,0,0.00487,0.54,0.00047,0.0140752468157077
"13355","FULL_FDBK","EU-12","SugarCrop",2095,4.4810198262519,28.676144569304,0.017758,509230975.2617,9.7,4.446,0.17,0.09436,29.6237087640723,0,0.00053,0.77,0,0.0146181396951875,0,0.00487,0.54,0.00047,0.0175030906827753
"13356","FULL_FDBK","EU-12","SugarCrop",2100,3.445420599203,32.26021866149,0.0159084,513208462.554448,9.7,4.446,0.17,0.09436,25.0194622764505,0,0.00053,0.77,0,0.0165089978648733,0,0.00487,0.54,0.00047,0.0124627995697403
"13357","FULL_FDBK","EU-12","Vegetables",2015,5.0784235955998,10.552945055499,0.1251,1320173426.44292,16.05,-0.688,0.21,0.05568,12.5564537168439,0.1,0.00226,0.48,0.00144,0.123081135616358,0.13,8e-05,0,0.94858,0.127961303003047
"13358","FULL_FDBK","EU-12","Vegetables",2020,4.8417532181463,11.223609539142,0.124534,1397720990.34751,16.05,-0.688,0.21,0.05568,12.7193732247493,0.1,0.00226,0.48,0.00144,0.124593970758559,0.13,8e-05,0,0.94858,0.127942353360853
"13359","FULL_FDBK","EU-12","Vegetables",2025,5.1839446248139,11.612943469174,0.124705,1448192115.32334,16.05,-0.688,0.21,0.05568,12.4838149931549,0.1,0.00226,0.48,0.00144,0.125472201328044,0.13,8e-05,0,0.94858,0.127969751824438
"13360","FULL_FDBK","EU-12","Vegetables",2030,5.2259587697778,11.983164950171,0.124611,1493234167.60576,16.05,-0.688,0.21,0.05568,12.4548932332953,0.1,0.00226,0.48,0.00144,0.126307319454186,0.13,8e-05,0,0.94858,0.127973115798514
"13361","FULL_FDBK","EU-12","Vegetables",2035,5.4200320322953,12.243606269588,0.125237,1533352518.38439,16.05,-0.688,0.21,0.05568,12.3212967909896,0.1,0.00226,0.48,0.00144,0.126894803643531,0.13,8e-05,0,0.94858,0.127988654789594
"13362","FULL_FDBK","EU-12","Vegetables",2040,4.628932203946,12.625198306654,0.125034,1578579045.07418,16.05,-0.688,0.21,0.05568,12.8658752723587,0.1,0.00226,0.48,0.00144,0.127755570625736,0.13,8e-05,0,0.94858,0.127925313281253
"13363","FULL_FDBK","EU-12","Vegetables",2045,4.6373300691757,12.764938790211,0.125777,1605535706.21637,16.05,-0.688,0.21,0.05568,12.8600943373494,0.1,0.00226,0.48,0.00144,0.128070786832154,0.13,8e-05,0,0.94858,0.127925985678631
"13364","FULL_FDBK","EU-12","Vegetables",2050,6.1829898837025,12.514918148891,0.12893,1613548396.93652,16.05,-0.688,0.21,0.05568,11.7960907257388,0.1,0.00226,0.48,0.00144,0.127506808834676,0.13,8e-05,0,0.94858,0.128049743035827
"13365","FULL_FDBK","EU-12","Vegetables",2055,4.2250743420183,13.188600441771,0.126683,1670771469.76488,16.05,-0.688,0.21,0.05568,13.1438835505256,0.1,0.00226,0.48,0.00144,0.129026451326867,0.13,8e-05,0,0.94858,0.127892977329186
"13366","FULL_FDBK","EU-12","Vegetables",2060,4.028191897849,13.404199356731,0.126991,1702212680.51063,16.05,-0.688,0.21,0.05568,13.2794137814923,0.1,0.00226,0.48,0.00144,0.129512783349998,0.13,8e-05,0,0.94858,0.127877213413517
"13367","FULL_FDBK","EU-12","Vegetables",2065,4.8701069412357,13.109820199146,0.129331,1695506156.17575,16.05,-0.688,0.21,0.05568,12.6998550465019,0.1,0.00226,0.48,0.00144,0.128848744705358,0.13,8e-05,0,0.94858,0.127944623576979
"13368","FULL_FDBK","EU-12","Vegetables",2070,5.3895231497212,13.0499045536267,0.130471,1702634097.01623,16.05,-0.688,0.21,0.05568,12.3422985411418,0.1,0.00226,0.48,0.00144,0.128713591441215,0.13,8e-05,0,0.94858,0.127986212014902
"13369","FULL_FDBK","EU-12","Vegetables",2075,4.6759784209915,13.374761098999,0.129573,1733007919.8806,16.05,-0.688,0.21,0.05568,12.833489527204,0.1,0.00226,0.48,0.00144,0.129446378714135,0.13,8e-05,0,0.94858,0.127929080161541
"13370","FULL_FDBK","EU-12","Vegetables",2080,3.930141900673,13.6646809633894,0.129018,1762989808.53457,16.05,-0.688,0.21,0.05568,13.3469095849888,0.1,0.00226,0.48,0.00144,0.13010035841631,0.13,8e-05,0,0.94858,0.127869362780144
"13371","FULL_FDBK","EU-12","Vegetables",2085,5.1564031893518,13.1212631843345,0.131769,1728975728.53657,16.05,-0.688,0.21,0.05568,12.5027740076322,0.1,0.00226,0.48,0.00144,0.128874556941651,0.13,8e-05,0,0.94858,0.127967546646278
"13372","FULL_FDBK","EU-12","Vegetables",2090,4.5297968670232,13.413688598874,0.131241,1760425905.40482,16.05,-0.688,0.21,0.05568,12.934118203651,0.1,0.00226,0.48,0.00144,0.129534188477803,0.13,8e-05,0,0.94858,0.127917375747271
"13373","FULL_FDBK","EU-12","Vegetables",2095,5.37417799530053,13.1445264819732,0.133381,1753230086.69207,16.05,-0.688,0.21,0.05568,12.3528618614604,0.1,0.00226,0.48,0.00144,0.128927032561055,0.13,8e-05,0,0.94858,0.127984983364368
"13374","FULL_FDBK","EU-12","Vegetables",2100,4.0555535101382,13.7613055448624,0.130599,1797212742.85348,16.05,-0.688,0.21,0.05568,13.2605785539594,0.1,0.00226,0.48,0.00144,0.130318316972366,0.13,8e-05,0,0.94858,0.127879404193657
"13375","FULL_FDBK","EU-12","Wheat",2015,85.81464435998,41.89325924998,0.0501,2098852288.424,16.45,0.266,0.5,0.00102,39.243063794221,0.13,-0.00198,0.77,0,0.0468493649050852,0.11,-0.00074,0.76,0,0.0472784818660681
"13376","FULL_FDBK","EU-12","Wheat",2020,84.50937944033,42.48417720711,0.0500348,2125687309.72231,16.45,0.266,0.5,0.00102,38.896397737102,0.13,-0.00198,0.77,0,0.0456785102387885,0.11,-0.00074,0.76,0,0.0482410665228453
"13377","FULL_FDBK","EU-12","Wheat",2025,79.81499749545,37.90063608659,0.0505895,1917374229.30254,16.45,0.266,0.5,0.00102,37.6496141493852,0.13,-0.00198,0.77,0,0.0547604148320906,0.11,-0.00074,0.76,0,0.0517029997788199
"13378","FULL_FDBK","EU-12","Wheat",2030,78.35005283816,34.33959210599,0.0512809,1760965188.82806,16.45,0.266,0.5,0.00102,37.2605386593487,0.13,-0.00198,0.77,0,0.0618163265898305,0.11,-0.00074,0.76,0,0.052783342342928
"13379","FULL_FDBK","EU-12","Wheat",2035,75.03875634357,34.07322452127,0.0528689,1801413899.89257,16.45,0.266,0.5,0.00102,36.3810895280266,0.13,-0.00198,0.77,0,0.0623441117514701,0.11,-0.00074,0.76,0,0.0552253011757656
"13380","FULL_FDBK","EU-12","Wheat",2040,69.92022529824,36.91188694744,0.0534398,1972563856.0938,16.45,0.266,0.5,0.00102,35.0216559379462,0.13,-0.00198,0.77,0,0.0567195388177506,0.11,-0.00074,0.76,0,0.0590000287236366
"13381","FULL_FDBK","EU-12","Wheat",2045,63.95962423222,35.16967461347,0.0555228,1952718809.62877,16.45,0.266,0.5,0.00102,33.4385764890858,0.13,-0.00198,0.77,0,0.0601715873065388,0.11,-0.00074,0.76,0,0.063395751802488
"13382","FULL_FDBK","EU-12","Wheat",2050,71.78126811959,28.44037063746,0.0673404,1915185934.87481,16.45,0.266,0.5,0.00102,35.5159313660946,0.13,-0.00198,0.77,0,0.0735051421023813,0.11,-0.00074,0.76,0,0.0576275783969112
"13383","FULL_FDBK","EU-12","Wheat",2055,57.76283192288,35.85722196649,0.060394,2165561063.4442,16.45,0.266,0.5,0.00102,31.7927668727205,0.13,-0.00198,0.77,0,0.0588092695484303,0.11,-0.00074,0.76,0,0.0679656571974825
"13384","FULL_FDBK","EU-12","Wheat",2060,55.20300203813,37.47277694136,0.0624726,2341021804.74681,16.45,0.266,0.5,0.00102,31.1129001884312,0.13,-0.00198,0.77,0,0.0556081820570762,0.11,-0.00074,0.76,0,0.069853437167606
"13385","FULL_FDBK","EU-12","Wheat",2065,55.91543550405,29.875885636342,0.0699103,2088632127.60236,16.45,0.266,0.5,0.00102,31.3021158004284,0.13,-0.00198,0.77,0,0.0706607888132324,0.11,-0.00074,0.76,0,0.0693280438064995
"13386","FULL_FDBK","EU-12","Wheat",2070,57.038234993264,28.400341839761,0.0731529,2077567366.56985,16.45,0.266,0.5,0.00102,31.6003207594381,0.13,-0.00198,0.77,0,0.0735844558277583,0.11,-0.00074,0.76,0,0.0685000206636999
"13387","FULL_FDBK","EU-12","Wheat",2075,52.319532185084,30.342182887544,0.0707207,2145820413.33513,16.45,0.266,0.5,0.00102,30.3470777797167,0.13,-0.00198,0.77,0,0.0697368596859084,0.11,-0.00074,0.76,0,0.0719798896578528
"13388","FULL_FDBK","EU-12","Wheat",2080,48.869175926681,33.703559661883,0.0713277,2403997392.49489,16.45,0.266,0.5,0.00102,29.4306956861282,0.13,-0.00198,0.77,0,0.0630765718508067,0.11,-0.00074,0.76,0,0.0745243999291045
"13389","FULL_FDBK","EU-12","Wheat",2085,53.503290373525,26.904373590425,0.0791226,2128743989.84576,16.45,0.266,0.5,0.00102,30.6614727945457,0.13,-0.00198,0.77,0,0.0765485921925995,0.11,-0.00074,0.76,0,0.0711069117264202
"13390","FULL_FDBK","EU-12","Wheat",2090,48.883784488984,27.680394593797,0.0777793,2152961715.22931,16.45,0.266,0.5,0.00102,29.4345755825519,0.13,-0.00198,0.77,0,0.0750109712725055,0.11,-0.00074,0.76,0,0.074513626654102
"13391","FULL_FDBK","EU-12","Wheat",2095,50.454968516207,25.805834093721,0.0826494,2132836704.34558,16.45,0.266,0.5,0.00102,29.8518672476584,0.13,-0.00198,0.77,0,0.0787252566183586,0.11,-0.00074,0.76,0,0.0733549364795558
"13392","FULL_FDBK","EU-12","Wheat",2100,44.590417617851,29.979565610001,0.0753547,2259101172.67194,16.45,0.266,0.5,0.00102,28.2942978178051,0.13,-0.00198,0.77,0,0.070455355589389,0.11,-0.00074,0.76,0,0.0776798261082146
"13393","FULL_FDBK","EU-15","BioenergyCrop",2015,0,0,1.96075,0,0.07,0.036,0.98,0,0.0685466418244613,1.55,0.02879,0.05,0.38767,1.55084408595255,1.72,0.00061,0.02,0.61288,1.7154676860571
"13394","FULL_FDBK","EU-15","BioenergyCrop",2020,0,0,2.04653,0,0.07,0.036,0.98,0,0.0685466418244613,1.55,0.02879,0.05,0.38767,1.55084408595255,1.72,0.00061,0.02,0.61288,1.7154676860571
"13395","FULL_FDBK","EU-15","BioenergyCrop",2025,231.75285540668,7.8350203390181,0.934097,7318668993.61579,0.07,0.036,0.98,0,8.36558061811298,1.55,0.02879,0.05,0.38767,1.77643719319724,1.72,0.00061,0.02,0.61288,1.85762621773193
"13396","FULL_FDBK","EU-15","BioenergyCrop",2030,315.25361239454,10.9020087834378,0.909951,9920293794.49801,0.07,0.036,0.98,0,11.3550092340338,1.55,0.02879,0.05,0.38767,1.86474474354456,1.72,0.00061,0.02,0.61288,1.90884606132912
"13397","FULL_FDBK","EU-15","BioenergyCrop",2035,384.63614416413,13.944520324767,0.927737,12936847452.5384,0.07,0.036,0.98,0,13.8389882229572,1.55,0.02879,0.05,0.38767,1.9523475323999,1.72,0.00061,0.02,0.61288,1.95140570454448
"13398","FULL_FDBK","EU-15","BioenergyCrop",2040,446.36556847949,15.649646688368,1.06342,16642147281.3443,0.07,0.036,0.98,0,16.0489766607804,1.55,0.02879,0.05,0.38767,2.00144309794604,1.72,0.00061,0.02,0.61288,1.98927088772164
"13399","FULL_FDBK","EU-15","BioenergyCrop",2045,501.80703945947,17.934170093953,1.21529,21795217573.4801,0.07,0.036,0.98,0,18.0338487246396,1.55,0.02879,0.05,0.38767,2.06722119568404,1.72,0.00061,0.02,0.61288,2.02327900423255
"13400","FULL_FDBK","EU-15","BioenergyCrop",2050,503.4884811784,17.466382781792,1.50102,26217389883.1254,0.07,0.036,0.98,0,18.0940463823842,1.55,0.02879,0.05,0.38767,2.05375223342053,1.72,0.00061,0.02,0.61288,2.02431041023374
"13401","FULL_FDBK","EU-15","BioenergyCrop",2055,508.08450528752,16.840818364398,1.77694,29925123784.4334,0.07,0.036,0.98,0,18.258589633091,1.55,0.02879,0.05,0.38767,2.03574040772062,1.72,0.00061,0.02,0.61288,2.02712963780161
"13402","FULL_FDBK","EU-15","BioenergyCrop",2060,504.3759700265,17.662247813135,1.90953,33726592066.6157,0.07,0.036,0.98,0,18.1258195621077,1.55,0.02879,0.05,0.38767,2.05939175943442,1.72,0.00061,0.02,0.61288,2.024854800987
"13403","FULL_FDBK","EU-15","BioenergyCrop",2065,486.09813149523,17.120176092738,2.04409,34995180749.4048,0.07,0.036,0.98,0,17.4714507214695,1.55,0.02879,0.05,0.38767,2.04378393220966,1.72,0.00061,0.02,0.61288,2.01364306992446
"13404","FULL_FDBK","EU-15","BioenergyCrop",2070,469.91157895057,16.465580049395,2.15112,35419438555.8546,0.07,0.036,0.98,0,16.8919524616256,1.55,0.02879,0.05,0.38767,2.0249362012507,1.72,0.00061,0.02,0.61288,2.00371414568925
"13405","FULL_FDBK","EU-15","BioenergyCrop",2075,460.7877719407,16.919786047595,2.25426,38141596895.6515,0.07,0.036,0.98,0,16.5653090784355,1.55,0.02879,0.05,0.38767,2.03801411783923,1.72,0.00061,0.02,0.61288,1.9981175501024
"13406","FULL_FDBK","EU-15","BioenergyCrop",2080,459.38272510635,16.597800666335,2.46299,40880217063.1764,0.07,0.036,0.98,0,16.515006693585,1.55,0.02879,0.05,0.38767,2.02874321878565,1.72,0.00061,0.02,0.61288,1.99725568630981
"13407","FULL_FDBK","EU-15","BioenergyCrop",2085,448.19475236446,17.135054835796,2.69812,46232434153.5579,0.07,0.036,0.98,0,16.1144636676863,1.55,0.02879,0.05,0.38767,2.04421233465575,1.72,0.00061,0.02,0.61288,1.99039291961546
"13408","FULL_FDBK","EU-15","BioenergyCrop",2090,440.2057206625,16.810811986621,2.95133,49614253740.4742,0.07,0.036,0.98,0,15.8284466201186,1.55,0.02879,0.05,0.38767,2.03487643651098,1.72,0.00061,0.02,0.61288,1.98549240171564
"13409","FULL_FDBK","EU-15","BioenergyCrop",2095,432.98978295932,16.437711974159,3.1395,51606196742.8722,0.07,0.036,0.98,0,15.5701072775935,1.55,0.02879,0.05,0.38767,2.02413379801326,1.72,0.00061,0.02,0.61288,1.98106610411193
"13410","FULL_FDBK","EU-15","BioenergyCrop",2100,420.53297373198,16.617090363694,3.23409,53741165774.3191,0.07,0.036,0.98,0,15.1241383629322,1.55,0.02879,0.05,0.38767,2.02929862548234,1.72,0.00061,0.02,0.61288,1.97342502583479
"13411","FULL_FDBK","EU-15","Corn",2015,35.925630492,39.5945875817,0.0531,2102472600.58827,-33.56,2.253,0.89,0,47.3872940901012,0,0.00137,0.98,0,0.0495494313866082,-0.05,0.00316,0.9,0,0.0600125179348215
"13412","FULL_FDBK","EU-15","Corn",2020,36.3979717126,41.906478758,0.0534312,2239113447.81445,-33.56,2.253,0.89,0,48.4515295889229,0,0.00137,0.98,0,0.0527251393311082,-0.05,0.00316,0.9,0,0.0615039129070398
"13413","FULL_FDBK","EU-15","Corn",2025,33.1564125841,43.25789146,0.0526742,2278574826.34233,-33.56,2.253,0.89,0,41.1479487333349,0,0.00137,0.98,0,0.0545814948975099,-0.05,0.00316,0.9,0,0.0512688439027891
"13414","FULL_FDBK","EU-15","Corn",2030,32.5945771442,43.1717517475,0.0529327,2285197383.72489,-33.56,2.253,0.89,0,39.8820731468718,0,0.00137,0.98,0,0.0544631698776614,-0.05,0.00316,0.9,0,0.0494948751832764
"13415","FULL_FDBK","EU-15","Corn",2035,32.9824294225,42.4734387511,0.0547951,2327336323.7104,-33.56,2.253,0.89,0,40.7559459846932,0,0.00137,0.98,0,0.05350393868497,-0.05,0.00316,0.9,0,0.0507195003326234
"13416","FULL_FDBK","EU-15","Corn",2040,33.0315376546,45.6764247474,0.0571838,2611951537.47037,-33.56,2.253,0.89,0,40.8665921057724,0,0.00137,0.98,0,0.0579036907921826,-0.05,0.00316,0.9,0,0.0508745572432937
"13417","FULL_FDBK","EU-15","Corn",2045,37.9577443446,49.195318875,0.0628195,3090425334.06806,-33.56,2.253,0.89,0,51.9658648462956,0,0.00137,0.98,0,0.0627373871838779,-0.05,0.00316,0.9,0,0.0664288209178491
"13418","FULL_FDBK","EU-15","Corn",2050,39.9478757295,54.2849327023,0.0687559,3732409404.38607,-33.56,2.253,0.89,0,56.4498445939013,0,0.00137,0.98,0,0.0697286881722148,-0.05,0.00316,0.9,0,0.0727125662528916
"13419","FULL_FDBK","EU-15","Corn",2055,39.989529969,58.42098032,0.0710001,4147895444.81803,-33.56,2.253,0.89,0,56.5436960691039,0,0.00137,0.98,0,0.0754101317509655,-0.05,0.00316,0.9,0,0.0728440875359228
"13420","FULL_FDBK","EU-15","Corn",2060,43.1094355141,60.3093163014,0.0746987,4505027525.60339,-33.56,2.253,0.89,0,63.5731783358611,0,0.00137,0.98,0,0.0780040270170976,-0.05,0.00316,0.9,0,0.0826950411280047
"13421","FULL_FDBK","EU-15","Corn",2065,42.6032259054,61.7336765737,0.078128,4823128683.35003,-33.56,2.253,0.89,0,62.4326337212308,0,0.00137,0.98,0,0.0799605863391556,-0.05,0.00316,0.9,0,0.081096708328795
"13422","FULL_FDBK","EU-15","Corn",2070,42.2895070194,60.9729837916,0.0821064,5006272196.38663,-33.56,2.253,0.89,0,61.7257913780877,0,0.00137,0.98,0,0.0789156677304411,-0.05,0.00316,0.9,0,0.0801061558449869
"13423","FULL_FDBK","EU-15","Corn",2075,43.6382529265,61.0312995263,0.0827035,5047502080.37335,-33.56,2.253,0.89,0,64.764660760275,0,0.00137,0.98,0,0.0789957726003738,-0.05,0.00316,0.9,0,0.0843647569937362
"13424","FULL_FDBK","EU-15","Corn",2080,41.5078573,66.2132525355,0.0847602,5612248527.55949,-33.56,2.253,0.89,0,59.9646506121541,0,0.00137,0.98,0,0.0861139144523961,-0.05,0.00316,0.9,0,0.077638133977092
"13425","FULL_FDBK","EU-15","Corn",2085,44.631894553,67.4634284043,0.0884511,5967214452.13158,-33.56,2.253,0.89,0,67.0034420605498,0,0.00137,0.98,0,0.0878312069786491,-0.05,0.00316,0.9,0,0.0875021332406504
"13426","FULL_FDBK","EU-15","Corn",2090,44.7243018284,69.7848904117,0.0915469,6388590384.03086,-33.56,2.253,0.89,0,67.2116455764427,0,0.00137,0.98,0,0.0910200618068222,-0.05,0.00316,0.9,0,0.0877939048242375
"13427","FULL_FDBK","EU-15","Corn",2095,45.2797234667,70.9624271137,0.0957937,6797753454.20164,-33.56,2.253,0.89,0,68.4630701790673,0,0.00137,0.98,0,0.0926375742130361,-0.05,0.00316,0.9,0,0.0895476222697943
"13428","FULL_FDBK","EU-15","Corn",2100,46.3942418647,73.110982009,0.0947898,6930175362.43671,-33.56,2.253,0.89,0,70.9741998275338,0,0.00137,0.98,0,0.0955889167849293,-0.05,0.00316,0.9,0,0.0930666611821943
"13429","FULL_FDBK","EU-15","FiberCrop",2015,4.2231947094,1.64724459659,0.1895,312152851.053805,1.54,0.063,0.01,0.70846,1.80868456875547,-0.17,0.22875,0.55,0.00041,0.203803133265706,-0.12,0.08941,0.19,0.07244,0.25315457825181
"13430","FULL_FDBK","EU-15","FiberCrop",2020,4.2797670859,1.68570909477,0.193458,326113910.056015,1.54,0.063,0.01,0.70846,1.81227676896129,-0.17,0.22875,0.55,0.00041,0.212602072531194,-0.12,0.08941,0.19,0.07244,0.25821288934408
"13431","FULL_FDBK","EU-15","FiberCrop",2025,3.8762196673,1.687284021,0.192884,325450091.106564,1.54,0.063,0.01,0.70846,1.78665254721496,-0.17,0.22875,0.55,0.00041,0.212962344493681,-0.12,0.08941,0.19,0.07244,0.222130466966766
"13432","FULL_FDBK","EU-15","FiberCrop",2030,3.8131695149,1.61678699703,0.194815,314974358.826399,1.54,0.063,0.01,0.70846,1.78264902492298,-0.17,0.22875,0.55,0.00041,0.196835810633629,-0.12,0.08941,0.19,0.07244,0.216492957903412
"13433","FULL_FDBK","EU-15","FiberCrop",2035,3.7665418854,1.6821314119,0.197884,332866892.31242,1.54,0.063,0.01,0.70846,1.779688290539,-0.17,0.22875,0.55,0.00041,0.211783660338813,-0.12,0.08941,0.19,0.07244,0.212323837387392
"13434","FULL_FDBK","EU-15","FiberCrop",2040,3.75314843707,1.75809294256,0.203265,357358761.969458,1.54,0.063,0.01,0.70846,1.77883784106482,-0.17,0.22875,0.55,0.00041,0.229160226430045,-0.12,0.08941,0.19,0.07244,0.211126287762596
"13435","FULL_FDBK","EU-15","FiberCrop",2045,4.02121032965,1.643746585415,0.212671,349577230.066794,1.54,0.063,0.01,0.70846,1.79585908085131,-0.17,0.22875,0.55,0.00041,0.203002946357383,-0.12,0.08941,0.19,0.07244,0.235094530366871
"13436","FULL_FDBK","EU-15","FiberCrop",2050,4.30914196422,1.717921305497,0.228406,392383533.703348,1.54,0.063,0.01,0.70846,1.81414199807973,-0.17,0.22875,0.55,0.00041,0.219970770920748,-0.12,0.08941,0.19,0.07244,0.260839388035365
"13437","FULL_FDBK","EU-15","FiberCrop",2055,3.79712008859,1.915195661591,0.227607,435911938.947743,1.54,0.063,0.01,0.70846,1.78162992768753,-0.17,0.22875,0.55,0.00041,0.265098230267453,-0.12,0.08941,0.19,0.07244,0.215057929075721
"13438","FULL_FDBK","EU-15","FiberCrop",2060,4.07370518977,1.897818162291,0.238867,453326130.971964,1.54,0.063,0.01,0.70846,1.79919236926863,-0.17,0.22875,0.55,0.00041,0.261123043584626,-0.12,0.08941,0.19,0.07244,0.239788258112818
"13439","FULL_FDBK","EU-15","FiberCrop",2065,3.97607071404,1.919891485436,0.247368,474919716.969333,1.54,0.063,0.01,0.70846,1.79299283151698,-0.17,0.22875,0.55,0.00041,0.266172422594628,-0.12,0.08941,0.19,0.07244,0.23105845777337
"13440","FULL_FDBK","EU-15","FiberCrop",2070,4.24321654458,1.747078212421,0.264603,462282136.241234,1.54,0.063,0.01,0.70846,1.80995590372324,-0.17,0.22875,0.55,0.00041,0.226640553846115,-0.12,0.08941,0.19,0.07244,0.254944792438385
"13441","FULL_FDBK","EU-15","FiberCrop",2075,4.2367876452,1.864088441122,0.265721,495327444.663379,1.54,0.063,0.01,0.70846,1.80954768517022,-0.17,0.22875,0.55,0.00041,0.253407207370696,-0.12,0.08941,0.19,0.07244,0.25436996466807
"13442","FULL_FDBK","EU-15","FiberCrop",2080,3.99837893549053,1.99810377463,0.271224,541933698.170247,1.54,0.063,0.01,0.70846,1.79440934612435,-0.17,0.22875,0.55,0.00041,0.284063860543781,-0.12,0.08941,0.19,0.07244,0.2330531048254
"13443","FULL_FDBK","EU-15","FiberCrop",2085,4.16776587177,2.015344994057,0.279524,563337294.118789,1.54,0.063,0.01,0.70846,1.80516498032272,-0.17,0.22875,0.55,0.00041,0.288007872549117,-0.12,0.08941,0.19,0.07244,0.248198514505478
"13444","FULL_FDBK","EU-15","FiberCrop",2090,4.16094717884961,1.837461737148,0.287347,527989117.784266,1.54,0.063,0.01,0.70846,1.80473201088379,-0.17,0.22875,0.55,0.00041,0.247316220559664,-0.12,0.08941,0.19,0.07244,0.24758883408956
