"","Units","scenario","region","sector","year","value","value_baseline","diff"
"6018","1975$/kg","FULL_FDBK","India","SugarCrop",2100,0.0133631,0.015334,-12.8531368201383
"6019","1975$/kg","FULL_FDBK","India","Vegetables",2020,0.198918,0.198918,0
"6020","1975$/kg","FULL_FDBK","India","Vegetables",2025,0.199306,0.200534,-0.612364985488735
"6021","1975$/kg","FULL_FDBK","India","Vegetables",2030,0.19804,0.201975,-1.9482609233816
"6022","1975$/kg","FULL_FDBK","India","Vegetables",2035,0.200977,0.203827,-1.39824458977467
"6023","1975$/kg","FULL_FDBK","India","Vegetables",2040,0.203346,0.20612,-1.3458179701145
"6024","1975$/kg","FULL_FDBK","India","Vegetables",2045,0.201256,0.208617,-3.52847562758548
"6025","1975$/kg","FULL_FDBK","India","Vegetables",2050,0.20807,0.211276,-1.51744637346409
"6026","1975$/kg","FULL_FDBK","India","Vegetables",2055,0.208267,0.21408,-2.71534005979073
"6027","1975$/kg","FULL_FDBK","India","Vegetables",2060,0.210703,0.216756,-2.79254092158925
"6028","1975$/kg","FULL_FDBK","India","Vegetables",2065,0.210342,0.219207,-4.0441226785641
"6029","1975$/kg","FULL_FDBK","India","Vegetables",2070,0.21101,0.220835,-4.44902302624131
"6030","1975$/kg","FULL_FDBK","India","Vegetables",2075,0.214608,0.222179,-3.40761278068584
"6031","1975$/kg","FULL_FDBK","India","Vegetables",2080,0.212557,0.22332,-4.8195414651621
"6032","1975$/kg","FULL_FDBK","India","Vegetables",2085,0.216967,0.224267,-3.25504866966607
"6033","1975$/kg","FULL_FDBK","India","Vegetables",2090,0.214115,0.224649,-4.68909276248725
"6034","1975$/kg","FULL_FDBK","India","Vegetables",2095,0.218475,0.224378,-2.63082833432867
"6035","1975$/kg","FULL_FDBK","India","Vegetables",2100,0.213101,0.223857,-4.80485309818321
"6036","1975$/kg","FULL_FDBK","India","Wheat",2020,0.117803,0.117803,0
"6037","1975$/kg","FULL_FDBK","India","Wheat",2025,0.113805,0.12037,-5.4540167815901
"6038","1975$/kg","FULL_FDBK","India","Wheat",2030,0.104058,0.1221,-14.7764127764128
"6039","1975$/kg","FULL_FDBK","India","Wheat",2035,0.115615,0.127122,-9.05193436226618
"6040","1975$/kg","FULL_FDBK","India","Wheat",2040,0.123677,0.134549,-8.08032761298858
"6041","1975$/kg","FULL_FDBK","India","Wheat",2045,0.11449,0.142657,-19.7445621315463
"6042","1975$/kg","FULL_FDBK","India","Wheat",2050,0.143344,0.151415,-5.33038338341643
"6043","1975$/kg","FULL_FDBK","India","Wheat",2055,0.139482,0.16307,-14.4649537008647
"6044","1975$/kg","FULL_FDBK","India","Wheat",2060,0.152679,0.173902,-12.2039999539971
"6045","1975$/kg","FULL_FDBK","India","Wheat",2065,0.152029,0.183748,-17.2622287045301
"6046","1975$/kg","FULL_FDBK","India","Wheat",2070,0.155883,0.190156,-18.0236227097751
"6047","1975$/kg","FULL_FDBK","India","Wheat",2075,0.168475,0.195455,-13.8036888286306
"6048","1975$/kg","FULL_FDBK","India","Wheat",2080,0.163651,0.200087,-18.2100786158021
"6049","1975$/kg","FULL_FDBK","India","Wheat",2085,0.181035,0.203927,-11.225585626229
"6050","1975$/kg","FULL_FDBK","India","Wheat",2090,0.169022,0.205337,-17.6855608097907
"6051","1975$/kg","FULL_FDBK","India","Wheat",2095,0.186084,0.203715,-8.65473823724321
"6052","1975$/kg","FULL_FDBK","India","Wheat",2100,0.164837,0.20108,-18.0241694847822
"6053","1975$/kg","FULL_FDBK","Indonesia","Corn",2020,0.0853638,0.0853638,0
"6054","1975$/kg","FULL_FDBK","Indonesia","Corn",2025,0.0859412,0.0866967,-0.87142878564006
"6055","1975$/kg","FULL_FDBK","Indonesia","Corn",2030,0.0901345,0.0879536,2.47960288151935
"6056","1975$/kg","FULL_FDBK","Indonesia","Corn",2035,0.0886222,0.0895219,-1.00500547910623
"6057","1975$/kg","FULL_FDBK","Indonesia","Corn",2040,0.0963255,0.0939448,2.53414771227359
"6058","1975$/kg","FULL_FDBK","Indonesia","Corn",2045,0.100487,0.0979167,2.62498634043019
"6059","1975$/kg","FULL_FDBK","Indonesia","Corn",2050,0.106287,0.101343,4.87848198691572
"6060","1975$/kg","FULL_FDBK","Indonesia","Corn",2055,0.112884,0.10609,6.40399660665472
"6061","1975$/kg","FULL_FDBK","Indonesia","Corn",2060,0.110229,0.110945,-0.645364820406515
"6062","1975$/kg","FULL_FDBK","Indonesia","Corn",2065,0.119094,0.115449,3.15723826105034
"6063","1975$/kg","FULL_FDBK","Indonesia","Corn",2070,0.125259,0.117019,7.04159153641717
"6064","1975$/kg","FULL_FDBK","Indonesia","Corn",2075,0.117181,0.118697,-1.27720161419413
"6065","1975$/kg","FULL_FDBK","Indonesia","Corn",2080,0.132159,0.120769,9.43122821253798
"6066","1975$/kg","FULL_FDBK","Indonesia","Corn",2085,0.1209,0.123223,-1.88520000324615
"6067","1975$/kg","FULL_FDBK","Indonesia","Corn",2090,0.130675,0.124468,4.98682392261466
"6068","1975$/kg","FULL_FDBK","Indonesia","Corn",2095,0.129139,0.124139,4.02774309443447
"6069","1975$/kg","FULL_FDBK","Indonesia","Corn",2100,0.129241,0.123646,4.52501496206912
"6070","1975$/kg","FULL_FDBK","Indonesia","FiberCrop",2020,0.417272,0.417272,0
"6071","1975$/kg","FULL_FDBK","Indonesia","FiberCrop",2025,0.413221,0.422432,-2.1804692826301
"6072","1975$/kg","FULL_FDBK","Indonesia","FiberCrop",2030,0.41444,0.427222,-2.99188712191788
"6073","1975$/kg","FULL_FDBK","Indonesia","FiberCrop",2035,0.40435,0.41918,-3.53785963070757
"6074","1975$/kg","FULL_FDBK","Indonesia","FiberCrop",2040,0.409323,0.421481,-2.88459028995376
"6075","1975$/kg","FULL_FDBK","Indonesia","FiberCrop",2045,0.403496,0.422659,-4.53391504735496
"6076","1975$/kg","FULL_FDBK","Indonesia","FiberCrop",2050,0.410134,0.423656,-3.19174046868213
"6077","1975$/kg","FULL_FDBK","Indonesia","FiberCrop",2055,0.423725,0.441469,-4.01930826400041
"6078","1975$/kg","FULL_FDBK","Indonesia","FiberCrop",2060,0.436899,0.459754,-4.97113673834268
"6079","1975$/kg","FULL_FDBK","Indonesia","FiberCrop",2065,0.450392,0.478033,-5.78223679118387
"6080","1975$/kg","FULL_FDBK","Indonesia","FiberCrop",2070,0.461643,0.488208,-5.44132828630419
"6081","1975$/kg","FULL_FDBK","Indonesia","FiberCrop",2075,0.458412,0.498779,-8.09316350527989
"6082","1975$/kg","FULL_FDBK","Indonesia","FiberCrop",2080,0.480602,0.510491,-5.85495140952535
"6083","1975$/kg","FULL_FDBK","Indonesia","FiberCrop",2085,0.481909,0.523341,-7.91682669616941
"6084","1975$/kg","FULL_FDBK","Indonesia","FiberCrop",2090,0.492823,0.532189,-7.39699617992856
"6085","1975$/kg","FULL_FDBK","Indonesia","FiberCrop",2095,0.501992,0.535418,-6.2429727801456
"6086","1975$/kg","FULL_FDBK","Indonesia","FiberCrop",2100,0.497428,0.537658,-7.48245167002072
"6087","1975$/kg","FULL_FDBK","Indonesia","FodderGrass",2020,0.0351,0.0351,0
"6088","1975$/kg","FULL_FDBK","Indonesia","FodderGrass",2025,0.0351,0.0351,0
"6089","1975$/kg","FULL_FDBK","Indonesia","FodderGrass",2030,0.0351,0.0351,0
"6090","1975$/kg","FULL_FDBK","Indonesia","FodderGrass",2035,0.0351,0.0351,0
"6091","1975$/kg","FULL_FDBK","Indonesia","FodderGrass",2040,0.0351,0.0351,0
"6092","1975$/kg","FULL_FDBK","Indonesia","FodderGrass",2045,0.0351,0.0351,0
"6093","1975$/kg","FULL_FDBK","Indonesia","FodderGrass",2050,0.0351,0.0351,0
"6094","1975$/kg","FULL_FDBK","Indonesia","FodderGrass",2055,0.0351,0.0351,0
"6095","1975$/kg","FULL_FDBK","Indonesia","FodderGrass",2060,0.0351,0.0351,0
"6096","1975$/kg","FULL_FDBK","Indonesia","FodderGrass",2065,0.0351,0.0351,0
"6097","1975$/kg","FULL_FDBK","Indonesia","FodderGrass",2070,0.0351,0.0351,0
"6098","1975$/kg","FULL_FDBK","Indonesia","FodderGrass",2075,0.0351,0.0351,0
"6099","1975$/kg","FULL_FDBK","Indonesia","FodderGrass",2080,0.0351,0.0351,0
"6100","1975$/kg","FULL_FDBK","Indonesia","FodderGrass",2085,0.0351,0.0351,0
"6101","1975$/kg","FULL_FDBK","Indonesia","FodderGrass",2090,0.0351,0.0351,0
"6102","1975$/kg","FULL_FDBK","Indonesia","FodderGrass",2095,0.0351,0.0351,0
"6103","1975$/kg","FULL_FDBK","Indonesia","FodderGrass",2100,0.0351,0.0351,0
"6104","1975$/kg","FULL_FDBK","Indonesia","FodderHerb",2020,0.0500946,0.0500946,0
"6105","1975$/kg","FULL_FDBK","Indonesia","FodderHerb",2025,0.0502247,0.0509762,-1.47421737987532
"6106","1975$/kg","FULL_FDBK","Indonesia","FodderHerb",2030,0.0506226,0.0514874,-1.67963424061034
"6107","1975$/kg","FULL_FDBK","Indonesia","FodderHerb",2035,0.0514489,0.052296,-1.61981795930856
"6108","1975$/kg","FULL_FDBK","Indonesia","FodderHerb",2040,0.0528847,0.0538182,-1.73454333292454
"6109","1975$/kg","FULL_FDBK","Indonesia","FodderHerb",2045,0.0545026,0.0553414,-1.51568265349268
"6110","1975$/kg","FULL_FDBK","Indonesia","FodderHerb",2050,0.0569691,0.0568717,0.171262684252457
"6111","1975$/kg","FULL_FDBK","Indonesia","FodderHerb",2055,0.0578554,0.0589243,-1.81402239822959
"6112","1975$/kg","FULL_FDBK","Indonesia","FodderHerb",2060,0.0596489,0.0611741,-2.49321199658026
"6113","1975$/kg","FULL_FDBK","Indonesia","FodderHerb",2065,0.0616878,0.0635819,-2.97899244910894
"6114","1975$/kg","FULL_FDBK","Indonesia","FodderHerb",2070,0.0643959,0.0653071,-1.39525411478997
"6115","1975$/kg","FULL_FDBK","Indonesia","FodderHerb",2075,0.0639197,0.0671009,-4.74092001746625
"6116","1975$/kg","FULL_FDBK","Indonesia","FodderHerb",2080,0.0674897,0.0690707,-2.28895899419001
"6117","1975$/kg","FULL_FDBK","Indonesia","FodderHerb",2085,0.0679269,0.0712265,-4.63254547113785
"6118","1975$/kg","FULL_FDBK","Indonesia","FodderHerb",2090,0.0702763,0.0729242,-3.63103057695524
"6119","1975$/kg","FULL_FDBK","Indonesia","FodderHerb",2095,0.0728445,0.073894,-1.42027769507672
"6120","1975$/kg","FULL_FDBK","Indonesia","FodderHerb",2100,0.0719852,0.0745221,-3.40422505538625
"6121","1975$/kg","FULL_FDBK","Indonesia","Fruits",2020,0.163879,0.163879,0
"6122","1975$/kg","FULL_FDBK","Indonesia","Fruits",2025,0.164878,0.165108,-0.139302759405969
"6123","1975$/kg","FULL_FDBK","Indonesia","Fruits",2030,0.166036,0.166192,-0.09386733416772
"6124","1975$/kg","FULL_FDBK","Indonesia","Fruits",2035,0.166513,0.166891,-0.226495137544875
"6125","1975$/kg","FULL_FDBK","Indonesia","Fruits",2040,0.168464,0.168705,-0.142852908923856
"6126","1975$/kg","FULL_FDBK","Indonesia","Fruits",2045,0.169942,0.170353,-0.241263728845394
"6127","1975$/kg","FULL_FDBK","Indonesia","Fruits",2050,0.171553,0.171848,-0.171663330384985
"6128","1975$/kg","FULL_FDBK","Indonesia","Fruits",2055,0.17385,0.174068,-0.125238412574394
"6129","1975$/kg","FULL_FDBK","Indonesia","Fruits",2060,0.175547,0.176424,-0.497097900512396
"6130","1975$/kg","FULL_FDBK","Indonesia","Fruits",2065,0.178169,0.178682,-0.287102226301482
"6131","1975$/kg","FULL_FDBK","Indonesia","Fruits",2070,0.179165,0.179575,-0.228316859251021
"6132","1975$/kg","FULL_FDBK","Indonesia","Fruits",2075,0.179169,0.180537,-0.75773941075791
"6133","1975$/kg","FULL_FDBK","Indonesia","Fruits",2080,0.181396,0.181667,-0.14917403821277
"6134","1975$/kg","FULL_FDBK","Indonesia","Fruits",2085,0.181501,0.182972,-0.803948145071377
"6135","1975$/kg","FULL_FDBK","Indonesia","Fruits",2090,0.18282,0.183725,-0.492584025037414
"6136","1975$/kg","FULL_FDBK","Indonesia","Fruits",2095,0.182991,0.183753,-0.414687107149278
"6137","1975$/kg","FULL_FDBK","Indonesia","Fruits",2100,0.182714,0.183717,-0.545948388009822
"6138","1975$/kg","FULL_FDBK","Indonesia","Legumes",2020,0.609335,0.609335,0
"6139","1975$/kg","FULL_FDBK","Indonesia","Legumes",2025,0.624121,0.644503,-3.16243679238111
"6140","1975$/kg","FULL_FDBK","Indonesia","Legumes",2030,0.646385,0.67443,-4.15832629034889
"6141","1975$/kg","FULL_FDBK","Indonesia","Legumes",2035,0.642811,0.673184,-4.51184223035604
"6142","1975$/kg","FULL_FDBK","Indonesia","Legumes",2040,0.68177,0.707112,-3.58387355892701
"6143","1975$/kg","FULL_FDBK","Indonesia","Legumes",2045,0.691553,0.736091,-6.0506105902667
"6144","1975$/kg","FULL_FDBK","Indonesia","Legumes",2050,0.735312,0.762368,-3.5489422431162
"6145","1975$/kg","FULL_FDBK","Indonesia","Legumes",2055,0.785961,0.824058,-4.62309691793538
"6146","1975$/kg","FULL_FDBK","Indonesia","Legumes",2060,0.828701,0.890097,-6.89767519719761
"6147","1975$/kg","FULL_FDBK","Indonesia","Legumes",2065,0.896852,0.95597,-6.18408527464251
"6148","1975$/kg","FULL_FDBK","Indonesia","Legumes",2070,0.92596,0.989728,-6.44298231433283
"6149","1975$/kg","FULL_FDBK","Indonesia","Legumes",2075,0.934125,1.02573,-8.93071276066802
"6150","1975$/kg","FULL_FDBK","Indonesia","Legumes",2080,1.00209,1.06642,-6.03233247688528
"6151","1975$/kg","FULL_FDBK","Indonesia","Legumes",2085,1.02014,1.11208,-8.2673908351917
"6152","1975$/kg","FULL_FDBK","Indonesia","Legumes",2090,1.06209,1.14364,-7.13074044279668
"6153","1975$/kg","FULL_FDBK","Indonesia","Legumes",2095,1.08907,1.1557,-5.76533702517954
"6154","1975$/kg","FULL_FDBK","Indonesia","Legumes",2100,1.08143,1.1656,-7.22117364447496
"6155","1975$/kg","FULL_FDBK","Indonesia","MiscCrop",2020,0.489036,0.489036,0
"6156","1975$/kg","FULL_FDBK","Indonesia","MiscCrop",2025,0.488819,0.490029,-0.246924161631248
"6157","1975$/kg","FULL_FDBK","Indonesia","MiscCrop",2030,0.49004,0.491617,-0.320778166743634
"6158","1975$/kg","FULL_FDBK","Indonesia","MiscCrop",2035,0.490507,0.492614,-0.427718254048803
"6159","1975$/kg","FULL_FDBK","Indonesia","MiscCrop",2040,0.488326,0.490326,-0.407891892332856
"6160","1975$/kg","FULL_FDBK","Indonesia","MiscCrop",2045,0.484616,0.487713,-0.635004603117
"6161","1975$/kg","FULL_FDBK","Indonesia","MiscCrop",2050,0.4815,0.484747,-0.669833954619626
"6162","1975$/kg","FULL_FDBK","Indonesia","MiscCrop",2055,0.479081,0.482441,-0.696458219761593
"6163","1975$/kg","FULL_FDBK","Indonesia","MiscCrop",2060,0.472198,0.478415,-1.29949938860612
"6164","1975$/kg","FULL_FDBK","Indonesia","MiscCrop",2065,0.467775,0.473985,-1.31016804329251
"6165","1975$/kg","FULL_FDBK","Indonesia","MiscCrop",2070,0.464945,0.471661,-1.4239040327693
"6166","1975$/kg","FULL_FDBK","Indonesia","MiscCrop",2075,0.459461,0.469111,-2.05708243891105
"6167","1975$/kg","FULL_FDBK","Indonesia","MiscCrop",2080,0.457494,0.466717,-1.97614400161125
"6168","1975$/kg","FULL_FDBK","Indonesia","MiscCrop",2085,0.451803,0.46435,-2.70205663831161
"6169","1975$/kg","FULL_FDBK","Indonesia","MiscCrop",2090,0.449306,0.462364,-2.82418181346299
"6170","1975$/kg","FULL_FDBK","Indonesia","MiscCrop",2095,0.448143,0.460728,-2.73154659582227
"6171","1975$/kg","FULL_FDBK","Indonesia","MiscCrop",2100,0.446565,0.458886,-2.68498058341288
"6172","1975$/kg","FULL_FDBK","Indonesia","NutsSeeds",2020,0.274484,0.274484,0
"6173","1975$/kg","FULL_FDBK","Indonesia","NutsSeeds",2025,0.283194,0.293303,-3.44660641043562
"6174","1975$/kg","FULL_FDBK","Indonesia","NutsSeeds",2030,0.29475,0.309106,-4.64436148117474
"6175","1975$/kg","FULL_FDBK","Indonesia","NutsSeeds",2035,0.308436,0.323428,-4.63534387869943
"6176","1975$/kg","FULL_FDBK","Indonesia","NutsSeeds",2040,0.345209,0.364381,-5.26152571072587
"6177","1975$/kg","FULL_FDBK","Indonesia","NutsSeeds",2045,0.362261,0.39513,-8.31852807936628
"6178","1975$/kg","FULL_FDBK","Indonesia","NutsSeeds",2050,0.398884,0.421886,-5.45218376528256
"6179","1975$/kg","FULL_FDBK","Indonesia","NutsSeeds",2055,0.426458,0.451884,-5.62666525037399
"6180","1975$/kg","FULL_FDBK","Indonesia","NutsSeeds",2060,0.44117,0.48141,-8.35877941879063
"6181","1975$/kg","FULL_FDBK","Indonesia","NutsSeeds",2065,0.467024,0.50894,-8.23594136833418
"6182","1975$/kg","FULL_FDBK","Indonesia","NutsSeeds",2070,0.482474,0.518566,-6.95996266627584
"6183","1975$/kg","FULL_FDBK","Indonesia","NutsSeeds",2075,0.47485,0.529119,-10.2564829461804
"6184","1975$/kg","FULL_FDBK","Indonesia","NutsSeeds",2080,0.49843,0.542407,-8.10774934689265
"6185","1975$/kg","FULL_FDBK","Indonesia","NutsSeeds",2085,0.500872,0.558598,-10.3340864091887
"6186","1975$/kg","FULL_FDBK","Indonesia","NutsSeeds",2090,0.518399,0.567961,-8.7263033905497
"6187","1975$/kg","FULL_FDBK","Indonesia","NutsSeeds",2095,0.534802,0.567993,-5.84355793117168
"6188","1975$/kg","FULL_FDBK","Indonesia","NutsSeeds",2100,0.521232,0.567516,-8.15554098915273
"6189","1975$/kg","FULL_FDBK","Indonesia","OilCrop",2020,0.154923,0.154923,0
"6190","1975$/kg","FULL_FDBK","Indonesia","OilCrop",2025,0.158522,0.163529,-3.06184224204882
"6191","1975$/kg","FULL_FDBK","Indonesia","OilCrop",2030,0.164309,0.171172,-4.00941742808402
"6192","1975$/kg","FULL_FDBK","Indonesia","OilCrop",2035,0.168853,0.177073,-4.6421532362359
"6193","1975$/kg","FULL_FDBK","Indonesia","OilCrop",2040,0.187517,0.196134,-4.39342490338239
"6194","1975$/kg","FULL_FDBK","Indonesia","OilCrop",2045,0.202838,0.21459,-5.47649005079454
"6195","1975$/kg","FULL_FDBK","Indonesia","OilCrop",2050,0.220928,0.232106,-4.81590307876573
"6196","1975$/kg","FULL_FDBK","Indonesia","OilCrop",2055,0.239015,0.250759,-4.6833812545113
"6197","1975$/kg","FULL_FDBK","Indonesia","OilCrop",2060,0.251213,0.27041,-7.09921970341332
"6198","1975$/kg","FULL_FDBK","Indonesia","OilCrop",2065,0.270996,0.288499,-6.06691877614827
"6199","1975$/kg","FULL_FDBK","Indonesia","OilCrop",2070,0.276597,0.293644,-5.80532890166325
"6200","1975$/kg","FULL_FDBK","Indonesia","OilCrop",2075,0.272524,0.300681,-9.36440945719882
"6201","1975$/kg","FULL_FDBK","Indonesia","OilCrop",2080,0.290926,0.310518,-6.30945710071558
"6202","1975$/kg","FULL_FDBK","Indonesia","OilCrop",2085,0.295036,0.32238,-8.48191575159749
"6203","1975$/kg","FULL_FDBK","Indonesia","OilCrop",2090,0.301947,0.329899,-8.47289625006441
"6204","1975$/kg","FULL_FDBK","Indonesia","OilCrop",2095,0.308889,0.331027,-6.68767200258589
"6205","1975$/kg","FULL_FDBK","Indonesia","OilCrop",2100,0.305164,0.332055,-8.09835719986147
"6206","1975$/kg","FULL_FDBK","Indonesia","OilPalm",2020,0.0300608,0.0300608,0
"6207","1975$/kg","FULL_FDBK","Indonesia","OilPalm",2025,0.0301398,0.0302877,-0.488317039590327
"6208","1975$/kg","FULL_FDBK","Indonesia","OilPalm",2030,0.0305982,0.0308107,-0.689695462939826
"6209","1975$/kg","FULL_FDBK","Indonesia","OilPalm",2035,0.0310737,0.0312951,-0.707458995178159
"6210","1975$/kg","FULL_FDBK","Indonesia","OilPalm",2040,0.0321411,0.0324169,-0.850790791223096
"6211","1975$/kg","FULL_FDBK","Indonesia","OilPalm",2045,0.0332988,0.0336198,-0.954794496100497
"6212","1975$/kg","FULL_FDBK","Indonesia","OilPalm",2050,0.0343122,0.0347815,-1.3492805083162
"6213","1975$/kg","FULL_FDBK","Indonesia","OilPalm",2055,0.0364065,0.0368034,-1.07843297086682
"6214","1975$/kg","FULL_FDBK","Indonesia","OilPalm",2060,0.0380178,0.0387172,-1.80643228332628
"6215","1975$/kg","FULL_FDBK","Indonesia","OilPalm",2065,0.0399987,0.0405109,-1.26435107588329
"6216","1975$/kg","FULL_FDBK","Indonesia","OilPalm",2070,0.0407102,0.0413718,-1.59915691364649
"6217","1975$/kg","FULL_FDBK","Indonesia","OilPalm",2075,0.0415829,0.0425424,-2.25539696867126
"6218","1975$/kg","FULL_FDBK","Indonesia","OilPalm",2080,0.043429,0.0442296,-1.81010002351366
"6219","1975$/kg","FULL_FDBK","Indonesia","OilPalm",2085,0.0452549,0.0464252,-2.52082920482841
"6220","1975$/kg","FULL_FDBK","Indonesia","OilPalm",2090,0.0472816,0.0483666,-2.24328358826133
"6221","1975$/kg","FULL_FDBK","Indonesia","OilPalm",2095,0.0487095,0.0496669,-1.92764195067539
"6222","1975$/kg","FULL_FDBK","Indonesia","OilPalm",2100,0.0497633,0.0509058,-2.24434150921898
"6223","1975$/kg","FULL_FDBK","Indonesia","OtherGrain",2020,0.0626,0.0626,0
"6224","1975$/kg","FULL_FDBK","Indonesia","OtherGrain",2025,0.0626,0.0626,0
"6225","1975$/kg","FULL_FDBK","Indonesia","OtherGrain",2030,0.0626,0.0626,0
"6226","1975$/kg","FULL_FDBK","Indonesia","OtherGrain",2035,0.0626,0.0626,0
"6227","1975$/kg","FULL_FDBK","Indonesia","OtherGrain",2040,0.0626,0.0626,0
"6228","1975$/kg","FULL_FDBK","Indonesia","OtherGrain",2045,0.0626,0.0626,0
"6229","1975$/kg","FULL_FDBK","Indonesia","OtherGrain",2050,0.0626,0.0626,0
"6230","1975$/kg","FULL_FDBK","Indonesia","OtherGrain",2055,0.0626,0.0626,0
"6231","1975$/kg","FULL_FDBK","Indonesia","OtherGrain",2060,0.0626,0.0626,0
"6232","1975$/kg","FULL_FDBK","Indonesia","OtherGrain",2065,0.0626,0.0626,0
"6233","1975$/kg","FULL_FDBK","Indonesia","OtherGrain",2070,0.0626,0.0626,0
"6234","1975$/kg","FULL_FDBK","Indonesia","OtherGrain",2075,0.0626,0.0626,0
"6235","1975$/kg","FULL_FDBK","Indonesia","OtherGrain",2080,0.0626,0.0626,0
"6236","1975$/kg","FULL_FDBK","Indonesia","OtherGrain",2085,0.0626,0.0626,0
"6237","1975$/kg","FULL_FDBK","Indonesia","OtherGrain",2090,0.0626,0.0626,0
"6238","1975$/kg","FULL_FDBK","Indonesia","OtherGrain",2095,0.0626,0.0626,0
"6239","1975$/kg","FULL_FDBK","Indonesia","OtherGrain",2100,0.0626,0.0626,0
"6240","1975$/kg","FULL_FDBK","Indonesia","Pasture",2020,0.0195542,0.0195542,0
"6241","1975$/kg","FULL_FDBK","Indonesia","Pasture",2025,0.0212196,0.0211316,0.416437941282256
"6242","1975$/kg","FULL_FDBK","Indonesia","Pasture",2030,0.022988,0.0224943,2.19477823270786
"6243","1975$/kg","FULL_FDBK","Indonesia","Pasture",2035,0.0234417,0.0236943,-1.06607918360113
"6244","1975$/kg","FULL_FDBK","Indonesia","Pasture",2040,0.0268927,0.0264647,1.61724863686344
"6245","1975$/kg","FULL_FDBK","Indonesia","Pasture",2045,0.030008,0.0291413,2.97412950005663
"6246","1975$/kg","FULL_FDBK","Indonesia","Pasture",2050,0.0335623,0.0318398,5.40989579080271
"6247","1975$/kg","FULL_FDBK","Indonesia","Pasture",2055,0.0369755,0.0351667,5.14350223364717
"6248","1975$/kg","FULL_FDBK","Indonesia","Pasture",2060,0.0387971,0.0388112,-0.036329719256287
"6249","1975$/kg","FULL_FDBK","Indonesia","Pasture",2065,0.0440655,0.0424935,3.69938931836635
"6250","1975$/kg","FULL_FDBK","Indonesia","Pasture",2070,0.0469335,0.0444394,5.61236200308736
"6251","1975$/kg","FULL_FDBK","Indonesia","Pasture",2075,0.046187,0.0464952,-0.662864123608462
"6252","1975$/kg","FULL_FDBK","Indonesia","Pasture",2080,0.0523877,0.0487531,7.45511567469556
"6253","1975$/kg","FULL_FDBK","Indonesia","Pasture",2085,0.0503402,0.0512286,-1.73418754367677
"6254","1975$/kg","FULL_FDBK","Indonesia","Pasture",2090,0.0548777,0.0530359,3.47274204831068
"6255","1975$/kg","FULL_FDBK","Indonesia","Pasture",2095,0.0555629,0.0538934,3.0977819176374
"6256","1975$/kg","FULL_FDBK","Indonesia","Pasture",2100,0.0563123,0.054617,3.10397861471704
"6257","1975$/kg","FULL_FDBK","Indonesia","Rice",2020,0.173714,0.173714,0
"6258","1975$/kg","FULL_FDBK","Indonesia","Rice",2025,0.170351,0.174831,-2.56247461834571
"6259","1975$/kg","FULL_FDBK","Indonesia","Rice",2030,0.174382,0.175838,-0.828034895756313
"6260","1975$/kg","FULL_FDBK","Indonesia","Rice",2035,0.172507,0.177768,-2.95947527113992
"6261","1975$/kg","FULL_FDBK","Indonesia","Rice",2040,0.183008,0.185435,-1.30881440936176
"6262","1975$/kg","FULL_FDBK","Indonesia","Rice",2045,0.18578,0.192169,-3.32467775759878
"6263","1975$/kg","FULL_FDBK","Indonesia","Rice",2050,0.195148,0.198189,-1.53439393710045
"6264","1975$/kg","FULL_FDBK","Indonesia","Rice",2055,0.205423,0.20728,-0.895889617908142
"6265","1975$/kg","FULL_FDBK","Indonesia","Rice",2060,0.204994,0.216912,-5.49439403997934
"6266","1975$/kg","FULL_FDBK","Indonesia","Rice",2065,0.21988,0.226128,-2.76303686407698
"6267","1975$/kg","FULL_FDBK","Indonesia","Rice",2070,0.225065,0.229366,-1.87516894395856
"6268","1975$/kg","FULL_FDBK","Indonesia","Rice",2075,0.213385,0.232805,-8.34174523743048
"6269","1975$/kg","FULL_FDBK","Indonesia","Rice",2080,0.237409,0.236791,0.260989649099842
"6270","1975$/kg","FULL_FDBK","Indonesia","Rice",2085,0.222276,0.241337,-7.89808442136929
"6271","1975$/kg","FULL_FDBK","Indonesia","Rice",2090,0.234607,0.243503,-3.65334307996205
"6272","1975$/kg","FULL_FDBK","Indonesia","Rice",2095,0.232241,0.242516,-4.2368338583846
"6273","1975$/kg","FULL_FDBK","Indonesia","Rice",2100,0.231703,0.241128,-3.90871238512326
"6274","1975$/kg","FULL_FDBK","Indonesia","RootTuber",2020,0.062485,0.062485,0
"6275","1975$/kg","FULL_FDBK","Indonesia","RootTuber",2025,0.0621367,0.062579,-0.706786621710147
"6276","1975$/kg","FULL_FDBK","Indonesia","RootTuber",2030,0.0625266,0.062669,-0.227225582026203
"6277","1975$/kg","FULL_FDBK","Indonesia","RootTuber",2035,0.0622656,0.0627728,-0.807993270970876
"6278","1975$/kg","FULL_FDBK","Indonesia","RootTuber",2040,0.0630211,0.0632635,-0.383159325677529
"6279","1975$/kg","FULL_FDBK","Indonesia","RootTuber",2045,0.0630545,0.0636674,-0.962659068848421
"6280","1975$/kg","FULL_FDBK","Indonesia","RootTuber",2050,0.0636912,0.0639982,-0.479700991590391
"6281","1975$/kg","FULL_FDBK","Indonesia","RootTuber",2055,0.0643929,0.0645759,-0.283387455691678
"6282","1975$/kg","FULL_FDBK","Indonesia","RootTuber",2060,0.0640598,0.0651444,-1.66491670811306
"6283","1975$/kg","FULL_FDBK","Indonesia","RootTuber",2065,0.0650719,0.0656543,-0.887070610759686
